locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNDGMFLB_01200	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
KNDGMFLB_01201	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
KNDGMFLB_01202	CDS	1269	exuT			Hexuronate transporter
KNDGMFLB_01203	CDS	1002	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
KNDGMFLB_01204	CDS	1443	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
KNDGMFLB_01205	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
KNDGMFLB_01206	CDS	765				hypothetical protein
KNDGMFLB_01207	CDS	465	yjoA		COG2318	putative protein YjoA
KNDGMFLB_01208	CDS	1272	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
KNDGMFLB_01209	CDS	1131	rapA_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
KNDGMFLB_01210	CDS	135				hypothetical protein
KNDGMFLB_01211	CDS	258				hypothetical protein
KNDGMFLB_01212	CDS	954	cwlA_1	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
KNDGMFLB_01213	CDS	378				hypothetical protein
KNDGMFLB_01214	CDS	603				hypothetical protein
KNDGMFLB_01215	CDS	837	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
KNDGMFLB_01216	CDS	597				hypothetical protein
KNDGMFLB_01217	CDS	342	xre_2		COG1396	HTH-type transcriptional regulator Xre
KNDGMFLB_01218	CDS	180				hypothetical protein
KNDGMFLB_01219	CDS	837				hypothetical protein
KNDGMFLB_01220	CDS	636	dnaA_1			Chromosomal replication initiator protein DnaA
KNDGMFLB_01221	CDS	168				hypothetical protein
KNDGMFLB_01222	CDS	351				hypothetical protein
KNDGMFLB_01223	CDS	207				hypothetical protein
KNDGMFLB_01224	CDS	510				hypothetical protein
KNDGMFLB_01225	CDS	798				hypothetical protein
KNDGMFLB_01226	CDS	1302				hypothetical protein
KNDGMFLB_01227	CDS	1488				hypothetical protein
KNDGMFLB_01228	CDS	828	yqbD_1			putative protein YqbD
KNDGMFLB_01229	CDS	936	xkdG_1			Phage-like element PBSX protein XkdG
KNDGMFLB_01230	CDS	384	yqbG_1			putative protein YqbG
KNDGMFLB_01231	CDS	357	xkdH_1			Phage-like element PBSX protein XkdH
KNDGMFLB_01232	CDS	486				hypothetical protein
KNDGMFLB_01233	CDS	441				hypothetical protein
KNDGMFLB_01234	CDS	1401				hypothetical protein
KNDGMFLB_01235	CDS	444	xkdM_1			Phage-like element PBSX protein XkdM
KNDGMFLB_01236	CDS	447	yqbN_1			putative protein YqbN
KNDGMFLB_01237	CDS	3816	yqbO_1		COG3953	putative protein YqbO
KNDGMFLB_01238	CDS	660				hypothetical protein
KNDGMFLB_01239	CDS	978				hypothetical protein
KNDGMFLB_01240	CDS	267				hypothetical protein
KNDGMFLB_01241	CDS	426				hypothetical protein
KNDGMFLB_01242	CDS	1047				hypothetical protein
KNDGMFLB_01243	CDS	579				hypothetical protein
KNDGMFLB_01244	CDS	273				hypothetical protein
KNDGMFLB_01245	CDS	2064				hypothetical protein
KNDGMFLB_01246	CDS	330	xkdW_1			Phage-like element PBSX protein XkdW
KNDGMFLB_01247	CDS	165				hypothetical protein
KNDGMFLB_01248	CDS	840				hypothetical protein
KNDGMFLB_01249	CDS	270				hypothetical protein
KNDGMFLB_01250	CDS	264				hypothetical protein
KNDGMFLB_01251	CDS	894	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
KNDGMFLB_01252	CDS	171	spoIISB			Stage II sporulation protein SB
KNDGMFLB_01253	CDS	747	spoIISA			Stage II sporulation protein SA
KNDGMFLB_01254	CDS	1002				hypothetical protein
KNDGMFLB_01255	CDS	618				hypothetical protein
KNDGMFLB_01256	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
KNDGMFLB_01257	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
KNDGMFLB_01258	CDS	147				hypothetical protein
KNDGMFLB_01259	CDS	2151				hypothetical protein
KNDGMFLB_01260	CDS	972		2.4.-.-		putative glycosyltransferase
KNDGMFLB_01261	CDS	177				hypothetical protein
KNDGMFLB_01262	CDS	1353	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
KNDGMFLB_01263	CDS	819	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
KNDGMFLB_01264	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
KNDGMFLB_01265	CDS	915	dppB_2		COG0601	Dipeptide transport system permease protein DppB
KNDGMFLB_01266	CDS	972	dppC_2		COG1173	Dipeptide transport system permease protein DppC
KNDGMFLB_01267	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
KNDGMFLB_01268	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
KNDGMFLB_01269	CDS	141				hypothetical protein
KNDGMFLB_01270	CDS	942	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KNDGMFLB_01271	CDS	1101	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
KNDGMFLB_01272	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
KNDGMFLB_01273	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
KNDGMFLB_01274	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
KNDGMFLB_01275	CDS	861		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
KNDGMFLB_01276	CDS	561				hypothetical protein
KNDGMFLB_01277	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
KNDGMFLB_01278	CDS	225				hypothetical protein
KNDGMFLB_01279	CDS	732				hypothetical protein
KNDGMFLB_01280	CDS	528				hypothetical protein
KNDGMFLB_01281	CDS	519		2.3.1.-	COG1670	Acetyltransferase
KNDGMFLB_01282	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
KNDGMFLB_01283	CDS	318	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
KNDGMFLB_01284	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
KNDGMFLB_01285	CDS	1098	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
KNDGMFLB_01286	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KNDGMFLB_01287	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
KNDGMFLB_01288	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
KNDGMFLB_01289	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
KNDGMFLB_01290	CDS	171				hypothetical protein
KNDGMFLB_01291	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
KNDGMFLB_01292	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KNDGMFLB_01293	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
KNDGMFLB_01294	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
KNDGMFLB_01295	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
KNDGMFLB_01296	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
KNDGMFLB_01297	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
KNDGMFLB_01298	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
KNDGMFLB_01299	CDS	687	mprA			Response regulator MprA
KNDGMFLB_01300	CDS	1365	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KNDGMFLB_01301	CDS	681				hypothetical protein
KNDGMFLB_01302	CDS	513	ykoJ		COG3212	putative protein YkoJ
KNDGMFLB_01303	CDS	138				hypothetical protein
KNDGMFLB_01304	CDS	123				hypothetical protein
KNDGMFLB_01305	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
KNDGMFLB_01306	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
KNDGMFLB_01307	CDS	156				hypothetical protein
KNDGMFLB_01308	CDS	183	ykoL			Stress response protein YkoL
KNDGMFLB_01309	CDS	465	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
KNDGMFLB_01310	CDS	1122	ugtP_1	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
KNDGMFLB_01311	CDS	552				hypothetical protein
KNDGMFLB_01312	CDS	813	ypbG_1		COG1408	putative protein YpbG
KNDGMFLB_01313	CDS	1695				hypothetical protein
KNDGMFLB_01314	CDS	1014	ykoT	2.4.-.-		putative glycosyltransferase YkoT
KNDGMFLB_01315	CDS	1836	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
KNDGMFLB_01316	CDS	885	ku		COG1273	Non-homologous end joining protein Ku
KNDGMFLB_01317	CDS	2403				hypothetical protein
KNDGMFLB_01318	CDS	666				hypothetical protein
KNDGMFLB_01319	CDS	975				hypothetical protein
KNDGMFLB_01320	CDS	756	sigI			RNA polymerase sigma factor SigI
KNDGMFLB_01321	CDS	1146	rsgI			Anti-sigma-I factor RsgI
KNDGMFLB_01322	CDS	195	sspD			Small, acid-soluble spore protein D
KNDGMFLB_01323	CDS	702				hypothetical protein
KNDGMFLB_01324	CDS	897	htpX_2	3.4.24.-	COG0501	Protease HtpX
KNDGMFLB_01325	CDS	1350	ktrB_1		COG0168	Ktr system potassium uptake protein B
KNDGMFLB_01326	CDS	156				hypothetical protein
KNDGMFLB_01327	CDS	177				hypothetical protein
KNDGMFLB_01328	CDS	1023				hypothetical protein
KNDGMFLB_01329	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
KNDGMFLB_01330	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
KNDGMFLB_01331	CDS	126				hypothetical protein
KNDGMFLB_01332	CDS	1062	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
KNDGMFLB_01333	CDS	1194	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
KNDGMFLB_01334	CDS	780	yafV	3.5.1.3		Omega-amidase YafV
KNDGMFLB_01335	CDS	1197	bacF_1	2.6.1.-	COG0436	Transaminase BacF
KNDGMFLB_01336	CDS	1218	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
KNDGMFLB_01337	CDS	708	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
KNDGMFLB_01338	CDS	630	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
KNDGMFLB_01339	CDS	537	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
KNDGMFLB_01340	CDS	321				hypothetical protein
KNDGMFLB_01341	CDS	258	spo0E	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
KNDGMFLB_01342	CDS	432				hypothetical protein
KNDGMFLB_01343	CDS	1503	kinD	2.7.13.3		Sporulation kinase D
KNDGMFLB_01344	CDS	438	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
KNDGMFLB_01345	CDS	786	motB_2		COG1360	Motility protein B
KNDGMFLB_01346	CDS	822	pomA_2		COG1291	Chemotaxis protein PomA
KNDGMFLB_01347	CDS	2100	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
KNDGMFLB_01348	CDS	1044				hypothetical protein
KNDGMFLB_01349	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KNDGMFLB_01350	CDS	441	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KNDGMFLB_01351	CDS	732	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
KNDGMFLB_01352	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
KNDGMFLB_01353	CDS	357	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
KNDGMFLB_01354	CDS	747	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
KNDGMFLB_01355	CDS	1119	ykvP		COG1388	Spore protein YkvP
KNDGMFLB_01356	CDS	228				hypothetical protein
KNDGMFLB_01357	CDS	699				hypothetical protein
KNDGMFLB_01358	CDS	291	ykvR			putative protein YkvR
KNDGMFLB_01359	CDS	186				hypothetical protein
KNDGMFLB_01360	CDS	198				hypothetical protein
KNDGMFLB_01361	CDS	627	ykvT		COG3773	putative protein YkvT
KNDGMFLB_01362	CDS	1338	ykvU		COG2244	Sporulation protein YkvU
KNDGMFLB_01363	CDS	498	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
KNDGMFLB_01364	CDS	1914	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
KNDGMFLB_01365	CDS	204				hypothetical protein
KNDGMFLB_01366	CDS	1092		3.4.-.-		putative peptidase
KNDGMFLB_01367	CDS	126				hypothetical protein
KNDGMFLB_01368	CDS	966	ccpB_1			Catabolite control protein B
KNDGMFLB_01369	CDS	171				hypothetical protein
KNDGMFLB_01370	CDS	846	glcT		COG3711	PtsGHI operon antiterminator
KNDGMFLB_01371	CDS	2100	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
KNDGMFLB_01372	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
KNDGMFLB_01373	CDS	1713	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KNDGMFLB_01374	CDS	240				hypothetical protein
KNDGMFLB_01375	CDS	1029	splB	4.1.99.14	COG1533	Spore photoproduct lyase
KNDGMFLB_01376	CDS	681				hypothetical protein
KNDGMFLB_01377	CDS	1968	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
KNDGMFLB_01378	CDS	867	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
KNDGMFLB_01379	CDS	774				hypothetical protein
KNDGMFLB_01380	CDS	2115	pbpH_1		COG0768	Penicillin-binding protein H
KNDGMFLB_01381	CDS	1821	kinA	2.7.13.3	COG0642	Sporulation kinase A
KNDGMFLB_01382	CDS	1182	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
KNDGMFLB_01383	CDS	162				hypothetical protein
KNDGMFLB_01384	CDS	912	cheV		COG0784	Chemotaxis protein CheV
KNDGMFLB_01385	CDS	465				hypothetical protein
KNDGMFLB_01386	CDS	1293				hypothetical protein
KNDGMFLB_01387	CDS	504	ykuD	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
KNDGMFLB_01388	CDS	861	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
KNDGMFLB_01389	CDS	765	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
KNDGMFLB_01390	CDS	1731	fadG		COG3409	putative protein FadG
KNDGMFLB_01391	CDS	519				hypothetical protein
KNDGMFLB_01392	CDS	549				hypothetical protein
KNDGMFLB_01393	CDS	1224	ykuI		COG2200	putative EAL-domain containing protein YkuI
KNDGMFLB_01394	CDS	240	ykuJ		COG4703	putative protein YkuJ
KNDGMFLB_01395	CDS	519				hypothetical protein
KNDGMFLB_01396	CDS	192	ykzF			putative protein YkzF
KNDGMFLB_01397	CDS	444	ykuL		COG0517	CBS domain-containing protein YkuL
KNDGMFLB_01398	CDS	882	cmpR_2			HTH-type transcriptional activator CmpR
KNDGMFLB_01399	CDS	477				Flavodoxin
KNDGMFLB_01400	CDS	894				hypothetical protein
KNDGMFLB_01401	CDS	456			COG0716	Flavodoxin
KNDGMFLB_01402	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KNDGMFLB_01403	CDS	1125	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
KNDGMFLB_01404	CDS	246				hypothetical protein
KNDGMFLB_01405	CDS	804	ykuT		COG0668	putative MscS family protein YkuT
KNDGMFLB_01406	CDS	543	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KNDGMFLB_01407	CDS	447	ykuV	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
KNDGMFLB_01408	CDS	576	rok			Repressor Rok
KNDGMFLB_01409	CDS	966				Sporulation protein cse15
KNDGMFLB_01410	CDS	600	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
KNDGMFLB_01411	CDS	1020				hypothetical protein
KNDGMFLB_01412	CDS	1293	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
KNDGMFLB_01413	CDS	522				hypothetical protein
KNDGMFLB_01414	CDS	474	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
KNDGMFLB_01415	CDS	234	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
KNDGMFLB_01416	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KNDGMFLB_01417	CDS	1815			COG1132	putative ABC transporter ATP-binding protein
KNDGMFLB_01418	CDS	696	yknW			Membrane protein YknW
KNDGMFLB_01419	CDS	1134	yknX_1		COG0845	Putative efflux system component YknX
KNDGMFLB_01420	CDS	693	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
KNDGMFLB_01421	CDS	1194	yknZ_1		COG0577	putative ABC transporter permease YknZ
KNDGMFLB_01422	CDS	756	lacR_1			Lactose phosphotransferase system repressor
KNDGMFLB_01423	CDS	912	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KNDGMFLB_01424	CDS	1908	fruA		COG1299	PTS system fructose-specific EIIABC component
KNDGMFLB_01425	CDS	582	sipT	3.4.21.89	COG0681	Signal peptidase I T
KNDGMFLB_01426	CDS	270				hypothetical protein
KNDGMFLB_01427	CDS	1623	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
KNDGMFLB_01428	CDS	912				hypothetical protein
KNDGMFLB_01429	CDS	1233		3.4.11.-		Aminopeptidase 2
KNDGMFLB_01430	CDS	135				hypothetical protein
KNDGMFLB_01431	CDS	1020	mreBH		COG1077	Cell shape-determining protein MreBH
KNDGMFLB_01432	CDS	279	abh		COG2002	Putative transition state regulator Abh
KNDGMFLB_01433	CDS	1287	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
KNDGMFLB_01434	CDS	834	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
KNDGMFLB_01435	CDS	666	ktrA_1		COG0569	Ktr system potassium uptake protein A
KNDGMFLB_01436	CDS	1734	adeC	3.5.4.2		Adenine deaminase
KNDGMFLB_01437	CDS	1668	rnjA	3.1.-.-	COG0595	Ribonuclease J1
KNDGMFLB_01438	CDS	210				hypothetical protein
KNDGMFLB_01439	CDS	822				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
KNDGMFLB_01440	CDS	555	defB	3.5.1.88	COG0242	Peptide deformylase 2
KNDGMFLB_01441	CDS	159				hypothetical protein
KNDGMFLB_01442	CDS	672				hypothetical protein
KNDGMFLB_01443	CDS	1116	pdhA	1.2.4.1	COG1071	Pyruvate dehydrogenase E1 component subunit alpha
KNDGMFLB_01444	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
KNDGMFLB_01445	CDS	1329	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
KNDGMFLB_01446	CDS	1413	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
KNDGMFLB_01447	CDS	375				hypothetical protein
KNDGMFLB_01448	CDS	1473	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
KNDGMFLB_01449	CDS	267				hypothetical protein
KNDGMFLB_01450	CDS	639				hypothetical protein
KNDGMFLB_01451	CDS	246				hypothetical protein
KNDGMFLB_01452	CDS	798	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
KNDGMFLB_01453	CDS	468				hypothetical protein
KNDGMFLB_01454	CDS	915				hypothetical protein
KNDGMFLB_01455	CDS	1566	nprE	3.4.24.28	COG3227	Bacillolysin
KNDGMFLB_01456	CDS	1932				hypothetical protein
KNDGMFLB_01457	CDS	270				hypothetical protein
KNDGMFLB_01458	CDS	522	ylaC			RNA polymerase sigma factor YlaC
KNDGMFLB_01459	CDS	294				hypothetical protein
KNDGMFLB_01460	CDS	612				hypothetical protein
KNDGMFLB_01461	CDS	189				hypothetical protein
KNDGMFLB_01462	CDS	1839	typA		COG1217	GTP-binding protein TypA/BipA
KNDGMFLB_01463	CDS	318				hypothetical protein
KNDGMFLB_01464	CDS	207				hypothetical protein
KNDGMFLB_01465	CDS	630				hypothetical protein
KNDGMFLB_01466	CDS	1329				hypothetical protein
KNDGMFLB_01467	CDS	486				hypothetical protein
KNDGMFLB_01468	CDS	930	glsA2	3.5.1.2	COG2066	Glutaminase 2
KNDGMFLB_01469	CDS	282				hypothetical protein
KNDGMFLB_01470	CDS	1212	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KNDGMFLB_01471	CDS	3447	pycA	6.4.1.1		Pyruvate carboxylase
KNDGMFLB_01472	CDS	921	ctaA	1.3.-.-	COG1612	Heme A synthase
KNDGMFLB_01473	CDS	918	ctaB2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 2
KNDGMFLB_01474	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
KNDGMFLB_01475	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
KNDGMFLB_01476	CDS	624	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
KNDGMFLB_01477	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
KNDGMFLB_01478	CDS	894				hypothetical protein
KNDGMFLB_01479	CDS	363				hypothetical protein
KNDGMFLB_01480	CDS	447	hrp1_1		COG0517	Hypoxic response protein 1
KNDGMFLB_01481	CDS	1086				hypothetical protein
KNDGMFLB_01482	CDS	399				hypothetical protein
KNDGMFLB_01483	CDS	240				hypothetical protein
KNDGMFLB_01484	CDS	450				hypothetical protein
KNDGMFLB_01485	CDS	252				hypothetical protein
KNDGMFLB_01486	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
KNDGMFLB_01487	CDS	486	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KNDGMFLB_01488	CDS	1227	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
KNDGMFLB_01489	CDS	783				hypothetical protein
KNDGMFLB_01490	CDS	1026	ylbL		COG3480	putative protein YlbL
KNDGMFLB_01491	CDS	1248	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
KNDGMFLB_01492	CDS	186				hypothetical protein
KNDGMFLB_01493	CDS	519				hypothetical protein
KNDGMFLB_01494	CDS	180	rpmF		COG0333	50S ribosomal protein L32
KNDGMFLB_01495	CDS	582	rsfA_1			Prespore-specific transcriptional regulator RsfA
KNDGMFLB_01496	CDS	483	ylbP	2.3.1.-		putative N-acetyltransferase YlbP
KNDGMFLB_01497	CDS	897	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
KNDGMFLB_01498	CDS	1620	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
KNDGMFLB_01499	CDS	447	mraZ			Transcriptional regulator MraZ
KNDGMFLB_01500	CDS	936	rsmH_2	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
KNDGMFLB_01501	CDS	354	ftsL		COG4839	Cell division protein FtsL
KNDGMFLB_01502	CDS	2142	pbpB		COG0768	Penicillin-binding protein 2B
KNDGMFLB_01503	CDS	1941	spoVD		COG0768	Stage V sporulation protein D
KNDGMFLB_01504	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
KNDGMFLB_01505	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KNDGMFLB_01506	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
KNDGMFLB_01507	CDS	1026	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
KNDGMFLB_01508	CDS	1092	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
KNDGMFLB_01509	CDS	912	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
KNDGMFLB_01510	CDS	792	divIB		COG1589	Cell division protein DivIB
KNDGMFLB_01511	CDS	696				hypothetical protein
KNDGMFLB_01512	CDS	594				hypothetical protein
KNDGMFLB_01513	CDS	366				hypothetical protein
KNDGMFLB_01514	CDS	1323	ftsA		COG0849	Cell division protein FtsA
KNDGMFLB_01515	CDS	1149	ftsZ		COG0206	Cell division protein FtsZ
KNDGMFLB_01516	CDS	4302	bpr	3.4.21.-	COG1404	Bacillopeptidase F
KNDGMFLB_01517	CDS	957	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
KNDGMFLB_01518	CDS	720	sigE		COG1191	RNA polymerase sigma-E factor
KNDGMFLB_01519	CDS	783	sigG		COG1191	RNA polymerase sigma-G factor
KNDGMFLB_01520	CDS	795	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
KNDGMFLB_01521	CDS	1281	ylmB_1	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
KNDGMFLB_01522	CDS	246	ylmC		COG1873	putative sporulation protein YlmC
KNDGMFLB_01523	CDS	837	rl5	1.10.3.-		Polyphenol oxidase
KNDGMFLB_01524	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
KNDGMFLB_01525	CDS	456	sepF		COG1799	Cell division protein SepF
KNDGMFLB_01526	CDS	273				hypothetical protein
KNDGMFLB_01527	CDS	774				hypothetical protein
KNDGMFLB_01528	CDS	495	divIVA		COG3599	Septum site-determining protein DivIVA
KNDGMFLB_01529	CDS	2766	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
KNDGMFLB_01530	CDS	375	dksA_2			RNA polymerase-binding transcription factor DksA
KNDGMFLB_01531	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
KNDGMFLB_01532	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KNDGMFLB_01533	CDS	546	pyrR		COG2065	Bifunctional protein PyrR
KNDGMFLB_01534	CDS	1338	pyrP			Uracil permease
KNDGMFLB_01535	CDS	915	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
KNDGMFLB_01536	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
KNDGMFLB_01537	CDS	1095	carA_2	6.3.5.5		Carbamoyl-phosphate synthase small chain
KNDGMFLB_01538	CDS	3216	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
KNDGMFLB_01539	CDS	771	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
